DILIG,EDAD,LESIVIDAD,SEXO
5979,19,Leve,Hombre
5983,21,Leve,Mujer
5984,0,Leve,Hombre
5985,0,Leve,Hombre
5985,0,Leve,Hombre
5990,21,Leve,Hombre
5996,35,Leve,Mujer
6001,30,Muy Grave,Hombre
6003,0,Leve,Hombre
6005,0,Leve,Hombre
6006,0,Leve,Mujer
6028,27,Leve,Mujer
6034,37,Grave,Mujer
6038,21,Leve,Hombre
6041,56,Leve,Hombre
6056,31,Leve,Hombre
6056,28,Leve,Hombre
6060,0,Leve,Mujer
6079,0,Leve,Hombre
6081,59,Leve,Mujer
6081,5,Leve,Mujer
6081,40,Leve,Hombre
6081,63,Leve,Hombre
6081,34,Leve,Mujer
6081,45,Leve,Mujer
6083,85,Leve,Mujer
6084,0,Leve,Hombre
6087,0,Leve,Hombre
6089,20,Leve,Hombre
6089,25,Leve,Hombre
6090,27,Grave,Hombre
6095,0,Leve,Mujer
6095,0,Leve,Mujer
6096,0,Leve,Hombre
6097,18,Leve,Hombre
6098,21,Leve,Hombre
6104,43,Grave,Hombre
6109,0,Leve,Hombre
6110,15,Leve,Mujer
6110,0,Leve,Hombre
6111,24,Leve,Hombre
6111,0,Leve,Mujer
6113,0,Leve,Hombre
6113,27,Leve,Hombre
6113,25,Leve,Hombre
6113,0,Leve,Hombre
6113,0,Leve,Mujer
6113,0,Leve,Hombre
6113,29,Muy Grave,Hombre
6113,25,Leve,Hombre
6113,0,Leve,Mujer
6113,0,Leve,Hombre
6114,24,Leve,Hombre
6117,46,Leve,Mujer
6119,19,Leve,Hombre
6125,0,Leve,Hombre
6127,18,Leve,Hombre
6128,21,Leve,Hombre
6129,17,Leve,Hombre
6131,0,Leve,Hombre
6136,0,Leve,Hombre
6136,0,Leve,Hombre
6141,25,Leve,Mujer
6144,0,Leve,Hombre
6144,0,Leve,Hombre
6145,43,Leve,Mujer
6145,50,Leve,Hombre
6149,26,Leve,Hombre
6157,4,Leve,Mujer
6160,19,Leve,Hombre
6165,19,Leve,Hombre
6167,0,Leve,Mujer
6167,0,Leve,Mujer
6167,63,Leve,Hombre
6186,27,Leve,Hombre
6188,13,Leve,Hombre
6192,43,Leve,Hombre
6192,0,Leve,Hombre
6193,0,Leve,Hombre
6195,18,Leve,Hombre
6196,9,Leve,Hombre
6201,0,Leve,Hombre
6204,23,Leve,Hombre
6204,0,Leve,Mujer
6205,0,Leve,Hombre
6205,0,Leve,Hombre
6205,0,Leve,Hombre
6205,0,Leve,Hombre
6208,38,Leve,Mujer
6209,16,Leve,Hombre
6209,18,Leve,Hombre
6210,0,Leve,Hombre
6212,57,Leve,Mujer
6218,25,Leve,Hombre
6224,19,Leve,Hombre
6235,16,Leve,Hombre
6236,33,Leve,Hombre
6241,25,Leve,Mujer
6241,25,Leve,Mujer
6244,22,Leve,Hombre
6244,0,Leve,Hombre
6245,9,Leve,Hombre
6249,12,Grave,Hombre
6250,0,Leve,Hombre
6257,25,Leve,Hombre
6262,21,Leve,Mujer
6262,21,Leve,Mujer
6265,43,Leve,Hombre
6272,51,Leve,Hombre
6274,43,Leve,Hombre
6274,38,Leve,Hombre
6277,0,Leve,Hombre
6278,0,Leve,Hombre
6280,22,Leve,Hombre
6281,21,Leve,Hombre
6285,19,Leve,Hombre
6300,0,Leve,Hombre
6302,21,Leve,Mujer
6304,23,Leve,Hombre
6304,27,Leve,Hombre
6306,25,Leve,Hombre
6307,22,Leve,Hombre
6309,27,Leve,Mujer
6309,53,Leve,Mujer
6312,31,Leve,Hombre
6319,0,Leve,Hombre
6322,6,Leve,Hombre
6326,18,Leve,Hombre
6326,18,Leve,Hombre
6326,18,Leve,Hombre
6326,0,Leve,Hombre
6333,30,Leve,Hombre
6335,11,Grave,Hombre
6336,17,Leve,Mujer
6336,17,Grave,Hombre
6341,20,Leve,Hombre
6343,14,Leve,Mujer
6345,40,Leve,Mujer
6347,20,Leve,Hombre
6348,0,Leve,Hombre
6348,63,Leve,Mujer
6349,0,Leve,Hombre
6350,20,Leve,Mujer
6351,24,Leve,Hombre
6351,47,Leve,Mujer
6352,43,Leve,Hombre
6367,17,Leve,Hombre
6369,0,Leve,Hombre
6371,19,Leve,Mujer
6376,21,Leve,Hombre
6384,50,Leve,Mujer
6384,15,Leve,Mujer
6384,48,Leve,Mujer
6386,18,Leve,Hombre
6387,0,Leve,Hombre
6388,23,Leve,Hombre
6390,0,Leve,Hombre
6390,0,Leve,Hombre
6392,19,Leve,Hombre
6393,26,Leve,Hombre
6393,37,Leve,Hombre
6394,0,Leve,Mujer
6403,0,Leve,Hombre
6404,24,Leve,Hombre
6404,21,Leve,Mujer
6405,32,Leve,Hombre
6405,33,Leve,Mujer
6406,28,Leve,Hombre
6408,2,Leve,Mujer
6408,7,Leve,Mujer
6408,57,Leve,Hombre
6408,56,Leve,Mujer
6409,45,Leve,Hombre
6409,45,Leve,Mujer
6413,36,Leve,Hombre
6414,46,Leve,Mujer
6419,0,Leve,Hombre
6419,37,Leve,Hombre
6420,30,Leve,Hombre
6420,64,Leve,Mujer
6423,0,Leve,Hombre
6424,18,Leve,Hombre
6435,21,Leve,Hombre
6436,47,Leve,Hombre
6441,14,Leve,Hombre
6443,35,Leve,Hombre
6445,0,Leve,Hombre
6452,0,Leve,Mujer
6452,0,Leve,Hombre
6453,20,Leve,Hombre
6456,23,Leve,Mujer
6457,19,Leve,Hombre
6457,21,Leve,Hombre
6460,42,Leve,Mujer
6464,1,Leve,Mujer
6468,0,Leve,Hombre
6469,21,Leve,Hombre
6473,0,Leve,Hombre
6477,0,Leve,Mujer
6478,46,Grave,Hombre
6494,25,Leve,Hombre
6494,0,Leve,Hombre
6505,26,Leve,Hombre
6505,0,Leve,Hombre
6507,17,Grave,Hombre
6508,19,Leve,Hombre
6510,0,Leve,Mujer
6511,19,Leve,Hombre
6512,39,Leve,Hombre
6513,54,Leve,Mujer
6514,57,Leve,Hombre
6516,20,Leve,Hombre
6521,23,Leve,Hombre
6522,21,Leve,Hombre
6523,86,Leve,Mujer
6540,30,Leve,Hombre
6541,19,Leve,Mujer
6544,18,Leve,Hombre
6548,51,Leve,Mujer
6556,0,Leve,Hombre
6556,0,Leve,Hombre
6558,23,Leve,Hombre
6568,0,Leve,Hombre
6568,0,Leve,Hombre
6569,44,Leve,Hombre
6571,17,Leve,Hombre
6572,45,Leve,Hombre
6575,74,Muerto,Hombre
6576,9,Grave,Hombre
6577,44,Leve,Hombre
6577,28,Leve,Hombre
6580,18,Grave,Hombre
6582,83,Muy Grave,Hombre
6585,24,Leve,Hombre
6585,22,Leve,Hombre
6586,18,Leve,Hombre
6590,19,Leve,Hombre
6590,23,Leve,Hombre
6592,24,Leve,Hombre
6594,0,Leve,Hombre
6595,26,Leve,Hombre
6599,24,Leve,Hombre
6604,18,Leve,Hombre
6604,18,Leve,Hombre
6606,19,Leve,Mujer
6606,50,Leve,Hombre
6606,0,Leve,Hombre
6606,46,Leve,Mujer
6609,48,Leve,Hombre
6609,25,Menos Grave,Hombre
6614,36,Grave,Hombre
6615,35,Grave,Hombre
6615,27,Leve,Hombre
6624,20,Leve,Hombre
6630,0,Leve,Hombre
6631,0,Leve,Mujer
6631,20,Leve,Mujer
6636,24,Leve,Hombre
6636,22,Leve,Hombre
6639,36,Leve,Hombre
6642,71,Grave,Hombre
6651,0,Leve,Hombre
6658,16,Leve,Mujer
6659,84,Leve,Mujer
6664,24,Leve,Hombre
6664,29,Leve,Mujer
6666,26,Leve,Hombre
6668,21,Leve,Hombre
6669,12,Grave,Hombre
6677,13,Leve,Hombre
6678,19,Leve,Hombre
6690,0,Leve,Hombre
6691,12,Leve,Mujer
6696,26,Leve,Mujer
6696,26,Leve,Mujer
6699,58,Leve,Mujer
6702,21,Leve,Mujer
6703,0,Leve,Mujer
6705,41,Leve,Hombre
6707,20,Leve,Hombre
6707,14,Leve,Hombre
6709,17,Leve,Hombre
6709,15,Leve,Mujer
6713,47,Muy Grave,Hombre
6714,0,Leve,Mujer
6714,53,Leve,Mujer
6718,36,Leve,Hombre
6720,10,Leve,Mujer
6723,17,Leve,Mujer
6730,0,Leve,Hombre
6733,26,Leve,Hombre
6733,22,Leve,Mujer
6736,57,Leve,Hombre
6737,61,Leve,Hombre
6739,22,Leve,Hombre
6741,0,Leve,Hombre
6741,27,Leve,Hombre
6741,22,Leve,Hombre
6742,51,Leve,Mujer
6743,0,Leve,Mujer
6747,0,Leve,Hombre
6748,19,Leve,Mujer
6750,0,Leve,Mujer
6754,18,Leve,Hombre
6755,0,Leve,Mujer
6766,21,Leve,Hombre
6768,32,Leve,Hombre
6769,31,Leve,Hombre
6772,17,Leve,Mujer
6773,0,Grave,Mujer
6778,0,Leve,Hombre
6778,39,Leve,Hombre
6778,0,Leve,Hombre
6780,20,Leve,Hombre
6782,0,Leve,Mujer
6792,0,Leve,Hombre
6798,24,Leve,Hombre
6799,48,Leve,Hombre
6800,18,Leve,Mujer
6803,33,Leve,Mujer
6803,33,Leve,Hombre
6804,19,Leve,Hombre
6806,22,Leve,Hombre
6808,9,Grave,Mujer
6809,22,Menos Grave,Hombre
6810,43,Leve,Hombre
6812,0,Leve,Mujer
6812,16,Leve,Hombre
6820,42,Leve,Hombre
6822,26,Leve,Hombre
6832,19,Leve,Hombre
6834,20,Leve,Hombre
6836,39,Leve,Mujer
6839,39,Grave,Mujer
6839,44,Leve,Hombre
6840,0,Leve,Mujer
6842,0,Leve,Hombre
6843,0,Leve,Mujer
6846,14,Leve,Mujer
6847,17,Leve,Hombre
6847,14,Leve,Hombre
6849,0,Leve,Mujer
6852,24,Menos Grave,Mujer
6854,22,Leve,Hombre
6854,0,Leve,Hombre
6855,0,Leve,Hombre
6862,0,Leve,Hombre
6863,0,Leve,Hombre
6863,0,Leve,Hombre
6864,29,Leve,Hombre
6871,62,Leve,Hombre
6873,19,Leve,Hombre
6875,50,Leve,Mujer
6876,18,Leve,Mujer
6876,18,Leve,Mujer
6881,29,Leve,Hombre
6883,21,Leve,Hombre
6895,72,Leve,Hombre
6896,0,Leve,Mujer
6896,25,Leve,Hombre
6899,46,Leve,Hombre
6900,0,Leve,Mujer
6900,52,Leve,Hombre
6900,0,Leve,Hombre
6910,0,Leve,Hombre
6911,19,Leve,Hombre
6917,31,Leve,Mujer
6917,26,Leve,Mujer
6917,83,Leve,Hombre
6917,50,Grave,Mujer
6917,21,Leve,Mujer
6918,0,Leve,Hombre
6918,19,Leve,Mujer
6924,37,Leve,Hombre
6930,76,Leve,Mujer
6931,55,Leve,Hombre
6932,62,Leve,Hombre
6932,63,Leve,Mujer
6932,28,Leve,Mujer
6933,0,Leve,Mujer
6933,0,Leve,Mujer
6934,62,Leve,Hombre
6934,22,Leve,Hombre
6959,0,Leve,Hombre
6963,0,Leve,Hombre
6964,0,Leve,Hombre
6964,27,Leve,Hombre
6967,39,Leve,Hombre
6970,0,Leve,Hombre
6970,0,Leve,Hombre
6972,23,Leve,Hombre
6977,20,Leve,Hombre
6981,0,Leve,Hombre
6982,27,Leve,Hombre
6983,36,Leve,Mujer
6983,25,Leve,Mujer
6986,0,Leve,Hombre
6992,22,Leve,Mujer
6996,28,Leve,Hombre
7001,66,Leve,Mujer
7002,25,Leve,Hombre
7007,30,Leve,Mujer
7009,17,Leve,Mujer
7009,19,Leve,Mujer
7012,30,Leve,Mujer
7013,17,Leve,Mujer
7015,27,Leve,Hombre
7027,21,Leve,Hombre
7027,19,Leve,Mujer
7028,16,Leve,Hombre
7029,19,Leve,Hombre
7029,19,Leve,Hombre
7035,25,Leve,Hombre
7043,0,Leve,Hombre
7044,30,Leve,Mujer
7044,63,Leve,Mujer
7044,22,Leve,Hombre
7046,0,Leve,Mujer
7047,32,Leve,Hombre
7052,0,Leve,Hombre
7053,0,Leve,Mujer
7059,27,Leve,Mujer
7063,65,Leve,Hombre
7069,0,Leve,Mujer
7071,18,Leve,Hombre
7080,30,Leve,Hombre
7082,15,Leve,Hombre
7082,16,Leve,Hombre
7086,15,Leve,Hombre
7092,22,Leve,Mujer
7096,29,Leve,Mujer
7096,33,Leve,Mujer
7096,64,Leve,Mujer
7096,33,Leve,Mujer
7096,70,Leve,Mujer
7096,28,Leve,Mujer
7101,54,Leve,Hombre
7105,23,Leve,Hombre
7108,20,Leve,Hombre
7110,0,Leve,Hombre
7113,36,Leve,Hombre
7116,36,Leve,Hombre
7119,0,Leve,Hombre
7120,29,Leve,Hombre
7120,34,Leve,Mujer
7121,17,Leve,Hombre
7123,4,Leve,Hombre
7127,39,Leve,Mujer
7134,30,Leve,Hombre
7136,0,Leve,Hombre
7141,0,Leve,Hombre
7142,21,Leve,Hombre
7142,21,Leve,Hombre
7145,36,Leve,Hombre
7148,44,Leve,Mujer
7152,36,Leve,Hombre
7154,0,Leve,Hombre
7157,0,Leve,Hombre
7160,27,Leve,Mujer
7160,0,Leve,Hombre
7169,0,Leve,Hombre
774,26,Grave,Mujer
529,11,Grave,Hombre
